 Program: FIND Thu Jul 21 12:40:42 2022

 Threshold above background:   50.0
 Approximate FWHM:      3.50000
 Sharpness Limits: Low  0.20  High  1.00
 Roundness Limits: Low -1.00  High  1.00

 No of sources above threshold  5748
 No. of sources rejected by SHARPNESS criteria     439
 No. of sources rejected by ROUNDNESS criteria     760
 No. of sources rejected by CENTROID  criteria       7

             STAR       X       Y     FLUX     SHARP    ROUND
             1312  556.94  309.79    125.2     0.46     0.08
             1313  740.67  309.88    111.8     0.38    -0.23
             1314  844.74  309.83     71.8     0.43    -0.46
             1315  200.89  310.81    164.9     0.45    -0.48
             1316  763.05  310.62    643.6     0.48     0.09
             1317  815.11  310.83    184.6     0.50     0.20
             1318  926.09  310.97    150.9     0.46    -0.10
             1319  668.20  311.80    557.9     0.46    -0.05
             1320  205.79  312.45    132.6     0.46    -0.00
             1321  491.80  313.18     63.7     0.45    -0.50
             1322  921.51  313.06    131.3     0.45     0.26
             1323  296.18  314.24     71.3     0.53     0.30
             1324  599.77  313.69    156.9     0.37     0.58
             1325  654.81  314.34     60.1     0.37    -0.39
             1326  837.34  314.23     60.8     0.45     0.20
             1327  248.58  315.24     97.2     0.52    -0.18
             1328  382.26  314.38    104.7     0.47    -0.35
             1329  894.21  315.02     54.2     0.36    -0.82
             1330  191.59  315.95     83.2     0.36    -0.30
             1331  280.90  316.20    101.7     0.45     0.12
             1332  587.71  315.63   1478.7     0.50     0.02
             1333  854.72  316.04     64.0     0.48    -0.28
             1334  960.18  316.18    798.7     0.44    -0.11
             1335  429.42  316.93     58.9     0.54    -0.51
             1336  497.15  316.59     93.9     0.44     0.31
             1337  731.98  316.93    151.3     0.40     0.23
             1338  905.12  317.28    194.2     0.47     0.15
             1339  456.07  317.46     58.2     0.36     0.46
             1340  543.39  317.50     69.7     0.53    -0.47
             1341  604.21  318.15    836.7     0.41    -0.06
             1342  663.68  318.20    161.7     0.50     0.34
             1343  769.18  318.05     56.5     0.40    -0.36
             1344  172.36  318.57    149.7     0.44     0.05
             1345  843.01  318.80    148.5     0.45    -0.11
             1346  297.44  319.78    566.9     0.48    -0.20
             1347  409.92  319.49   6311.2     0.43     0.10
             1348  681.22  320.19     73.1     0.47     0.39
             1349  872.97  319.94    114.6     0.46    -0.23
             1350  281.96  320.38     58.7     0.40     0.90
             1351  436.00  321.01    140.6     0.31    -0.58
             1352  530.84  320.70   1888.3     0.48     0.05
             1353  673.07  320.99    296.3     0.39     0.17
             1354  711.54  320.83    118.8     0.48    -0.13
             1355  862.48  321.37     69.2     0.45    -0.23
             1356 1000.87  321.28     58.3     0.46    -0.74
             1357  663.96  321.34    173.3     0.46     0.24
             1358  747.60  322.07    197.7     0.40    -0.16
             1359  797.75  322.17     50.1     0.43     0.16
             1360  838.10  321.62     64.7     0.41     0.16
             1361  988.91  321.72    117.2     0.41    -0.23
             1362  124.02  322.54    104.9     0.45     0.12
             1363  229.45  323.05    378.3     0.47    -0.31
             1364  379.91  322.68     61.6     0.45    -0.55
             1365  471.15  323.26    117.6     0.36     0.46
             1366  607.02  323.05   1407.5     0.45    -0.04
             1367  112.26  324.04   2069.3     0.43    -0.35
             1368  331.03  324.03    165.1     0.38    -0.14
             1369  829.20  323.83    197.5     0.42    -0.04
             1370  152.23  325.10     92.6     0.48    -0.80
             1371  246.75  325.16     55.3     0.60    -0.13
             1372  276.47  324.93    341.2     0.48    -0.35
             1373  281.57  324.72     62.7     0.54     0.22
             1374  352.88  324.97    128.3     0.53     0.07
             1375  369.79  325.05     64.0     0.49    -0.21
             1376  685.11  324.84    125.6     0.42    -0.05
             1377  754.97  324.77   5970.2     0.49     0.04
             1378  779.88  324.85    123.0     0.46    -0.46
             1379  786.01  325.06    160.5     0.51    -0.04
             1380  865.19  325.07    176.6     0.42     0.01
             1381  948.15  324.11     51.8     0.52    -0.02
             1382  773.21  325.78    633.7     0.45     0.18
             1383  803.38  326.57     72.6     0.41    -0.27
             1384  231.38  326.60     52.5     0.59    -0.08
             1385  453.73  325.96     67.5     0.45     0.28
             1386  893.55  326.83    149.9     0.44    -0.17
             1387   25.85  327.97    318.9     0.38    -0.11
             1388  177.26  328.30   2334.5     0.41    -0.16
             1389  315.83  328.16    986.5     0.42    -0.06
             1390  597.92  327.53     88.8     0.42     0.37
             1391  546.64  328.42    102.8     0.49    -0.18
             1392  572.14  329.02    585.8     0.38    -0.06
             1393  823.98  329.05    146.1     0.48     0.03
             1394  899.14  328.82     71.7     0.41    -0.02
             1395  941.99  329.37     68.6     0.45     0.01
             1396  205.98  329.63     54.7     0.67     0.94
             1397  609.67  330.30    137.5     0.46    -0.06
             1398  624.68  330.33    119.4     0.46     0.11
             1399  770.99  330.20   3367.2     0.44     0.06
             1400  876.02  330.21    151.4     0.41     0.19
             1401 1002.94  330.01  47810.9     0.44    -0.19
             1402  245.13  330.96     70.2     0.39    -0.13
             1403  345.74  330.79     54.1     0.25    -0.88
             1404  634.67  330.96     73.9     0.60     0.06
             1405  521.20  332.11    449.5     0.41    -0.13
             1406  648.01  331.65     60.7     0.51     0.42
             1407  250.66  332.60     91.7     0.43     0.12
             1408  355.82  332.52    856.2     0.47     0.06
             1409  479.83  333.58     90.6     0.42    -0.07
             1410  505.16  333.11    911.0     0.39    -0.10
             1411  514.31  333.00     70.7     0.48    -0.35
             1412  748.91  333.21    117.3     0.40     0.38
             1413  759.11  333.14    887.1     0.42    -0.09
             1414  794.85  333.00     66.5     0.43     0.03
             1415  268.87  334.16     54.5     0.28     0.48
             1416  654.04  333.88     87.9     0.45    -0.07
             1417  728.64  335.02     94.3     0.39     0.75
             1418  801.75  334.27    102.9     0.50     0.03
             1419  141.68  335.40    169.9     0.39     0.24
             1420  313.18  335.28     60.1     0.45     0.09
             1421  420.69  334.87  19612.2     0.49    -0.17
             1422  613.96  334.90     61.0     0.32     0.58
             1423  488.15  335.73    126.6     0.43     0.03
             1424  587.68  336.03     62.8     0.57    -0.57
             1425  631.89  335.85     90.4     0.50    -0.41
             1426  696.22  335.71    952.9     0.41     0.02
             1427  727.94  335.66     84.1     0.41     0.72
             1428  217.56  337.20    110.8     0.37     0.37
             1429  301.42  336.62    719.7     0.46    -0.20
             1430  568.27  337.15   8232.3     0.40    -0.10
             1431  949.39  337.11     53.9     0.48    -0.19
             1432  511.80  337.31     68.2     0.38     0.45
             1433  749.55  337.67     71.2     0.48    -0.32
             1434  143.11  338.97     84.4     0.35    -0.09
             1435  350.39  338.93     53.3     0.24    -0.44
             1436  471.01  339.31    187.0     0.36     0.19
             1437  993.03  338.65     51.5     0.55     0.12
             1438  627.87  339.93     80.2     0.48     0.03
             1439  692.99  339.26     67.0     0.50    -0.57
             1440  795.06  339.91    166.3     0.41     0.06
             1441  298.05  339.33     58.1     0.50     0.67
             1442  654.93  341.01     50.3     0.48     0.46
             1443  892.12  340.90     55.7     0.41     0.56
             1444  489.95  342.35     61.7     0.30     0.50
             1445  544.87  341.83     83.3     0.33    -0.31
             1446  554.17  342.16     70.4     0.27    -0.77
             1447  604.04  342.05    130.6     0.43     0.02
             1448  690.30  341.59    154.2     0.48     0.12
             1449  698.60  341.73     90.0     0.34    -0.24
             1450  764.88  342.11    128.9     0.41    -0.05
             1451  905.09  342.09    678.3     0.46    -0.17
             1452  323.02  342.63     59.1     0.59    -0.57
             1453  386.88  343.40     54.3     0.49    -0.05
             1454  644.21  342.79   5503.6     0.47    -0.08
             1455  942.36  343.15   1945.7     0.42    -0.14
             1456  372.50  343.75    218.5     0.41    -0.31
             1457  472.18  343.63    141.9     0.46    -0.51
             1458  549.05  344.16     97.9     0.45    -0.07
             1459   97.59  345.44     57.5     0.45    -0.34
             1460  337.09  345.02     55.7     0.48    -0.09
             1461  486.82  344.75    379.8     0.50     0.01
             1462  667.70  344.75   3131.2     0.51    -0.08
             1463  738.11  344.97    111.5     0.49    -0.08
             1464  241.40  345.79    637.4     0.46    -0.30
             1465  928.32  346.32    497.6     0.42    -0.07
             1466  230.81  347.21  53178.4     0.41    -0.07
             1467  706.62  346.60     57.4     0.42    -0.88
             1468  785.93  347.17    789.0     0.46     0.09
             1469  426.22  347.70    149.6     0.53    -0.41
             1470  430.33  348.35    205.1     0.45    -0.31
             1471  495.51  348.26    596.0     0.43    -0.11
             1472  702.04  348.20    533.6     0.36     0.04
             1473  820.97  348.31    431.0     0.43     0.14
             1474  601.91  349.09     87.0     0.45     0.36
             1475  752.86  349.93     50.8     0.43     0.16
             1476  769.33  350.36     80.2     0.31    -0.03
             1477  899.64  350.18     52.9     0.38    -0.92
             1478  930.73  349.77    582.8     0.46    -0.21
             1479  145.41  350.93    150.0     0.45    -0.00
             1480  401.23  350.46     51.3     0.38    -0.10
